,filename,Age,Gender,Race
34,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220514186.jpg.chip.jpg,10,0,0
35,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220530650.jpg.chip.jpg,10,0,0
36,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220539329.jpg.chip.jpg,10,0,0
37,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220541850.jpg.chip.jpg,10,0,0
38,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220546177.jpg.chip.jpg,10,0,0
39,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220548521.jpg.chip.jpg,10,0,0
40,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220557169.jpg.chip.jpg,10,0,0
41,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220644705.jpg.chip.jpg,10,0,0
42,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110220654150.jpg.chip.jpg,10,0,0
43,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110221714752.jpg.chip.jpg,10,0,0
44,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110221719390.jpg.chip.jpg,10,0,0
45,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110221811823.jpg.chip.jpg,10,0,0
46,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224223937.jpg.chip.jpg,10,0,0
47,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224238891.jpg.chip.jpg,10,0,0
48,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224253445.jpg.chip.jpg,10,0,0
49,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224255796.jpg.chip.jpg,10,0,0
50,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224402264.jpg.chip.jpg,10,0,0
51,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224406532.jpg.chip.jpg,10,0,0
52,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224416035.jpg.chip.jpg,10,0,0
53,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224500062.jpg.chip.jpg,10,0,0
54,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224524253.jpg.chip.jpg,10,0,0
55,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224549512.jpg.chip.jpg,10,0,0
56,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224725285.jpg.chip.jpg,10,0,0
57,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110224757882.jpg.chip.jpg,10,0,0
58,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225013755.jpg.chip.jpg,10,0,0
59,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225035898.jpg.chip.jpg,10,0,0
60,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225227587.jpg.chip.jpg,10,0,0
61,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225243501.jpg.chip.jpg,10,0,0
62,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225246490.jpg.chip.jpg,10,0,0
63,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225252799.jpg.chip.jpg,10,0,0
64,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225402690.jpg.chip.jpg,10,0,0
65,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225414790.jpg.chip.jpg,10,0,0
66,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225417177.jpg.chip.jpg,10,0,0
67,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225421531.jpg.chip.jpg,10,0,0
68,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225442428.jpg.chip.jpg,10,0,0
69,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225444491.jpg.chip.jpg,10,0,0
70,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225451638.jpg.chip.jpg,10,0,0
71,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225502403.jpg.chip.jpg,10,0,0
72,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225505288.jpg.chip.jpg,10,0,0
73,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225518663.jpg.chip.jpg,10,0,0
74,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225528484.jpg.chip.jpg,10,0,0
75,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225537307.jpg.chip.jpg,10,0,0
76,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225546130.jpg.chip.jpg,10,0,0
77,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225557604.jpg.chip.jpg,10,0,0
78,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170110225601897.jpg.chip.jpg,10,0,0
79,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170116201102149.jpg.chip.jpg,10,0,0
80,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170116201328751.jpg.chip.jpg,10,0,0
81,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170116201337172.jpg.chip.jpg,10,0,0
82,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170117135444407.jpg.chip.jpg,10,0,0
83,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170117143048181.jpg.chip.jpg,10,0,0
84,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170117175625724.jpg.chip.jpg,10,0,0
85,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_0_20170120220628194.jpg.chip.jpg,10,0,0
86,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_1_20170104010841239.jpg.chip.jpg,10,0,1
87,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_1_20170110220507258.jpg.chip.jpg,10,0,1
88,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_1_20170110220523360.jpg.chip.jpg,10,0,1
89,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_1_20170110223455893.jpg.chip.jpg,10,0,1
90,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_1_20170110223848885.jpg.chip.jpg,10,0,1
91,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_1_20170110225121326.jpg.chip.jpg,10,0,1
92,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_1_20170110225339066.jpg.chip.jpg,10,0,1
93,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_1_20170116225209209.jpg.chip.jpg,10,0,1
94,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_2_20170110224230094.jpg.chip.jpg,10,0,2
95,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_2_20170116162109013.jpg.chip.jpg,10,0,2
96,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_3_20161220215952636.jpg.chip.jpg,10,0,3
97,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_3_20170104225233504.jpg.chip.jpg,10,0,3
98,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_3_20170104225238736.jpg.chip.jpg,10,0,3
99,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_3_20170105175322885.jpg.chip.jpg,10,0,3
100,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20161221192738446.jpg.chip.jpg,10,0,4
101,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170103200335831.jpg.chip.jpg,10,0,4
102,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170103200409638.jpg.chip.jpg,10,0,4
103,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170103200443015.jpg.chip.jpg,10,0,4
104,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170103200501766.jpg.chip.jpg,10,0,4
105,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170103201924664.jpg.chip.jpg,10,0,4
106,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170103202338152.jpg.chip.jpg,10,0,4
107,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170103212521420.jpg.chip.jpg,10,0,4
108,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170103223451479.jpg.chip.jpg,10,0,4
109,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_0_4_20170104010810728.jpg.chip.jpg,10,0,4
110,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20161220222001459.jpg.chip.jpg,10,1,0
111,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170103175323250.jpg.chip.jpg,10,1,0
112,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170103200654246.jpg.chip.jpg,10,1,0
113,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109201728056.jpg.chip.jpg,10,1,0
114,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109202251032.jpg.chip.jpg,10,1,0
115,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109202346880.jpg.chip.jpg,10,1,0
116,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203218966.jpg.chip.jpg,10,1,0
117,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203245653.jpg.chip.jpg,10,1,0
118,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203357787.jpg.chip.jpg,10,1,0
119,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203427416.jpg.chip.jpg,10,1,0
120,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203438428.jpg.chip.jpg,10,1,0
121,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203501969.jpg.chip.jpg,10,1,0
122,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203512075.jpg.chip.jpg,10,1,0
123,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203556029.jpg.chip.jpg,10,1,0
124,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203608654.jpg.chip.jpg,10,1,0
125,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203642966.jpg.chip.jpg,10,1,0
126,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203653735.jpg.chip.jpg,10,1,0
127,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203759972.jpg.chip.jpg,10,1,0
128,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203905538.jpg.chip.jpg,10,1,0
129,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203917216.jpg.chip.jpg,10,1,0
130,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109203924076.jpg.chip.jpg,10,1,0
131,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204148144.jpg.chip.jpg,10,1,0
132,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204244904.jpg.chip.jpg,10,1,0
133,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204255055.jpg.chip.jpg,10,1,0
134,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204259563.jpg.chip.jpg,10,1,0
135,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204338404.jpg.chip.jpg,10,1,0
136,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204422889.jpg.chip.jpg,10,1,0
137,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204435809.jpg.chip.jpg,10,1,0
138,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204502951.jpg.chip.jpg,10,1,0
139,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204617417.jpg.chip.jpg,10,1,0
140,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204746535.jpg.chip.jpg,10,1,0
141,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204844109.jpg.chip.jpg,10,1,0
142,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204859493.jpg.chip.jpg,10,1,0
143,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109204931156.jpg.chip.jpg,10,1,0
144,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109205003280.jpg.chip.jpg,10,1,0
145,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109205134282.jpg.chip.jpg,10,1,0
146,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109205141310.jpg.chip.jpg,10,1,0
147,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170109205208368.jpg.chip.jpg,10,1,0
148,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_0_20170110220649364.jpg.chip.jpg,10,1,0
149,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_1_20170109202938302.jpg.chip.jpg,10,1,1
150,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_1_20170109203348828.jpg.chip.jpg,10,1,1
151,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_1_20170109203520178.jpg.chip.jpg,10,1,1
152,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_1_20170109203522559.jpg.chip.jpg,10,1,1
153,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_1_20170109204636561.jpg.chip.jpg,10,1,1
154,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_1_20170110225155603.jpg.chip.jpg,10,1,1
155,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_1_20170116225209209.jpg.chip.jpg,10,1,1
156,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_1_20170117134313205.jpg.chip.jpg,10,1,1
157,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_2_20170103201007646.jpg.chip.jpg,10,1,2
158,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_2_20170104005417671.jpg.chip.jpg,10,1,2
159,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_2_20170109201545634.jpg.chip.jpg,10,1,2
160,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_2_20170109205037024.jpg.chip.jpg,10,1,2
161,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_2_20170116175840105.jpg.chip.jpg,10,1,2
162,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_3_20170104221633430.jpg.chip.jpg,10,1,3
163,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_3_20170104221645430.jpg.chip.jpg,10,1,3
164,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_3_20170104221711437.jpg.chip.jpg,10,1,3
165,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_3_20170109203848078.jpg.chip.jpg,10,1,3
166,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_3_20170109205323078.jpg.chip.jpg,10,1,3
167,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_3_20170112211048149.jpg.chip.jpg,10,1,3
168,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_3_20170117144247699.jpg.chip.jpg,10,1,3
169,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_3_20170119150820222.jpg.chip.jpg,10,1,3
170,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_4_20161223225854867.jpg.chip.jpg,10,1,4
171,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_4_20161223225900460.jpg.chip.jpg,10,1,4
172,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_4_20170103200950879.jpg.chip.jpg,10,1,4
173,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_4_20170104005649671.jpg.chip.jpg,10,1,4
174,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\10_1_4_20170117195152197.jpg.chip.jpg,10,1,4
175,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\110_0_0_20170112213500903.jpg.chip.jpg,110,0,0
176,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\110_0_2_20170112223734562.jpg.chip.jpg,110,0,2
177,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\110_1_0_20170120134701015.jpg.chip.jpg,110,1,0
178,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\110_1_1_20170110155201038.jpg.chip.jpg,110,1,1
179,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\110_1_3_20170110155139762.jpg.chip.jpg,110,1,3
180,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\111_1_0_20170120134646399.jpg.chip.jpg,111,1,0
181,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\115_1_0_20170120134725990.jpg.chip.jpg,115,1,0
182,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\115_1_0_20170120134725991.jpg.chip.jpg,115,1,0
183,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\115_1_1_20170112213257263.jpg.chip.jpg,115,1,1
184,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\116_1_0_20170112213001988.jpg.chip.jpg,116,1,0
185,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\116_1_0_20170120134921760.jpg.chip.jpg,116,1,0
186,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\116_1_2_20170112220255503.jpg.chip.jpg,116,1,2
187,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\116_1_3_20170120134744096.jpg.chip.jpg,116,1,3
188,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170103200509559.jpg.chip.jpg,11,0,0
189,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170103200824775.jpg.chip.jpg,11,0,0
190,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170104012556563.jpg.chip.jpg,11,0,0
191,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110220408722.jpg.chip.jpg,11,0,0
192,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110220453002.jpg.chip.jpg,11,0,0
193,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110220500946.jpg.chip.jpg,11,0,0
194,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110220518578.jpg.chip.jpg,11,0,0
195,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110220657089.jpg.chip.jpg,11,0,0
196,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110220710576.jpg.chip.jpg,11,0,0
197,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110224233654.jpg.chip.jpg,11,0,0
198,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110224340941.jpg.chip.jpg,11,0,0
199,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110224408700.jpg.chip.jpg,11,0,0
200,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110224505551.jpg.chip.jpg,11,0,0
201,C:\Users\Allen\Desktop\Python_Code\CSC 466\RawData\utkcropped\11_0_0_20170110224606036.jpg.chip.jpg,11,0,0
